R_DEST,ARR_T,STOP_NUM,DEP_T,R_ORIGIN,SCH_COST,ARR_DAY,ARR_D_WEEK,DEP_DAY,DEP_D_WEEK,F_TIME
BCN,13:50:00,2 stops,15:10:00,ICN,570 ,17, Fri,16, Thu, 30:40
BCN,13:50:00,2 stops,13:05:00,ICN,570 ,17, Fri,16, Thu, 32:45
BCN,23:05:00,2 stops,23:25:00,ICN,575 ,17, Fri,16, Thu, 31:40
BCN,16:30:00,2 stops,23:25:00,ICN,582 ,18, Sat,16, Thu, 49:5
BCN,9:35:00,1 stop,13:05:00,ICN,585 ,17, Fri,16, Thu, 28:30
BCN,9:35:00,1 stop,18:10:00,ICN,634 ,17, Fri,16, Thu, 23:25
BCN,9:35:00,1 stop,15:10:00,ICN,634 ,17, Fri,16, Thu, 26:25
BCN,12:30:00,2 stops,16:15:00,ICN,658 ,17, Fri,16, Thu, 28:15
BCN,11:20:00,2 stops,16:15:00,ICN,666 ,17, Fri,16, Thu, 27:5
BCN,23:05:00,2 stops,18:55:00,ICN,733 ,17, Fri,16, Thu, 36:10
CDG,6:40:00,1 stop,10:55:00,ICN,379 ,13, Mon,12, Sun, 27:45
CDG,9:10:00,1 stop,13:20:00,ICN,496 ,15, Wed,14, Tue, 27:50
CDG,17:45:00,1 stop,18:10:00,ICN,426 ,17, Fri,16, Thu, 31:35
CDG,17:45:00,1 stop,15:10:00,ICN,426 ,17, Fri,16, Thu, 34:35
CDG,17:45:00,1 stop,13:05:00,ICN,426 ,17, Fri,16, Thu, 36:40
CDG,6:40:00,1 stop,16:15:00,ICN,383 ,13, Mon,12, Sun, 22:25
CDG,6:40:00,1 stop,14:45:00,ICN,383 ,13, Mon,12, Sun, 23:55
CDG,10:45:00,1 stop,13:10:00,ICN,451 ,13, Mon,12, Sun, 29:35
CDG,20:55:00,1 stop,13:10:00,ICN,453 ,12, Sun,12, Sun, 15:45
CDG,16:45:00,1 stop,13:10:00,ICN,453 ,13, Mon,12, Sun, 35:35
CDG,17:45:00,1 stop,13:05:00,ICN,426 ,14, Tue,13, Mon, 36:40
CDG,8:15:00,2 stops,16:15:00,ICN,486 ,14, Tue,13, Mon, 24:00
CDG,17:45:00,1 stop,18:10:00,ICN,426 ,16, Thu,15, Wed, 31:35
CDG,17:45:00,1 stop,15:10:00,ICN,426 ,16, Thu,15, Wed, 34:35
CDG,17:45:00,1 stop,13:35:00,ICN,426 ,16, Thu,15, Wed, 36:10
CDG,17:45:00,1 stop,13:05:00,ICN,426 ,16, Thu,15, Wed, 36:40
CDG,10:25:00,2 stops,19:00:00,ICN,528 ,16, Thu,15, Wed, 23:25
CDG,21:50:00,1 stop,13:10:00,ICN,547 ,15, Wed,15, Wed, 16:40
CDG,21:50:00,1 stop,13:20:00,ICN,501 ,14, Tue,14, Tue, 16:30
CDG,11:55:00,1 stop,13:20:00,ICN,501 ,15, Wed,14, Tue, 30:35
CDG,17:50:00,1 stop,13:20:00,ICN,501 ,15, Wed,14, Tue, 36:30
CDG,9:00:00,2 stops,19:00:00,ICN,512 ,15, Wed,14, Tue, 22:00
CDG,20:55:00,1 stop,13:20:00,ICN,550 ,14, Tue,14, Tue, 15:35
CDG,16:45:00,1 stop,13:20:00,ICN,553 ,15, Wed,14, Tue, 35:25
CDG,9:00:00,2 stops,19:00:00,ICN,512 ,17, Fri,16, Thu, 22:00
CDG,16:55:00,2 stops,13:00:00,ICN,563 ,17, Fri,16, Thu, 35:55
CDG,16:55:00,2 stops,13:00:00,ICN,563 ,17, Fri,16, Thu, 35:55
CDG,15:00:00,1 stop,13:10:00,ICN,456 ,13, Mon,12, Sun, 33:50
CDG,17:45:00,1 stop,18:10:00,ICN,487 ,14, Tue,13, Mon, 31:35
CDG,17:45:00,1 stop,15:10:00,ICN,487 ,14, Tue,13, Mon, 34:35
CDG,9:10:00,1 stop,13:10:00,ICN,550 ,14, Tue,13, Mon, 28:00
CDG,11:55:00,1 stop,13:10:00,ICN,550 ,14, Tue,13, Mon, 30:45
CDG,9:10:00,1 stop,13:10:00,ICN,547 ,16, Thu,15, Wed, 28:00
CDG,11:55:00,1 stop,13:10:00,ICN,550 ,16, Thu,15, Wed, 30:45
CDG,9:00:00,2 stops,18:10:00,ICN,570 ,15, Wed,14, Tue, 22:50
CDG,21:15:00,1 stop,9:35:00,ICN,592 ,14, Tue,14, Tue, 19:40
CDG,10:45:00,1 stop,13:20:00,ICN,599 ,15, Wed,14, Tue, 29:25
CDG,17:50:00,1 stop,13:10:00,ICN,550 ,14, Tue,13, Mon, 36:40
LHR,14:30:00,1 stop,16:15:00,ICN,332 ,15, Wed,14, Tue, 31:15
LHR,14:30:00,1 stop,10:55:00,ICN,298 ,13, Mon,12, Sun, 36:35
LHR,14:30:00,1 stop,16:15:00,ICN,381 ,14, Tue,13, Mon, 31:15
LHR,17:50:00,1 stop,18:10:00,ICN,395 ,16, Thu,15, Wed, 32:40
LHR,14:30:00,1 stop,14:45:00,ICN,332 ,15, Wed,14, Tue, 32:45
LHR,14:30:00,1 stop,10:55:00,ICN,332 ,15, Wed,14, Tue, 36:35
LHR,15:55:00,1 stop,18:10:00,ICN,395 ,15, Wed,14, Tue, 30:45
LHR,17:50:00,1 stop,18:10:00,ICN,395 ,15, Wed,14, Tue, 32:40
LHR,15:55:00,1 stop,15:10:00,ICN,395 ,15, Wed,14, Tue, 33:45
LHR,17:50:00,1 stop,15:10:00,ICN,395 ,15, Wed,14, Tue, 35:40
LHR,14:30:00,1 stop,16:15:00,ICN,299 ,13, Mon,12, Sun, 31:15
LHR,14:30:00,1 stop,14:45:00,ICN,323 ,13, Mon,12, Sun, 32:45
LHR,17:50:00,1 stop,13:35:00,ICN,403 ,13, Mon,12, Sun, 37:15
LHR,16:00:00,1 stop,13:10:00,ICN,453 ,13, Mon,12, Sun, 35:50
LHR,12:15:00,1 stop,13:10:00,ICN,456 ,13, Mon,12, Sun, 32:5
LHR,14:30:00,1 stop,14:45:00,ICN,381 ,14, Tue,13, Mon, 32:45
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,14, Tue,13, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,14, Tue,13, Mon, 36:5
LHR,15:55:00,1 stop,15:10:00,ICN,395 ,16, Thu,15, Wed, 33:45
LHR,15:55:00,1 stop,13:35:00,ICN,395 ,16, Thu,15, Wed, 35:20
LHR,15:55:00,1 stop,13:05:00,ICN,395 ,15, Wed,14, Tue, 35:50
LHR,12:15:00,1 stop,13:20:00,ICN,547 ,15, Wed,14, Tue, 31:55
LHR,9:30:00,1 stop,13:20:00,ICN,550 ,15, Wed,14, Tue, 29:10
LHR,9:30:00,1 stop,13:10:00,ICN,472 ,13, Mon,12, Sun, 29:20
LHR,17:50:00,1 stop,18:10:00,ICN,501 ,13, Mon,12, Sun, 32:40
LHR,15:55:00,1 stop,13:35:00,ICN,501 ,13, Mon,12, Sun, 35:20
LHR,17:50:00,1 stop,15:10:00,ICN,501 ,13, Mon,12, Sun, 35:40
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,14, Tue,13, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,14, Tue,13, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,14, Tue,13, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,14, Tue,13, Mon, 36:5
LHR,15:55:00,1 stop,18:10:00,ICN,395 ,14, Tue,13, Mon, 30:45
LHR,17:50:00,1 stop,18:10:00,ICN,395 ,14, Tue,13, Mon, 32:40
LHR,17:50:00,1 stop,15:10:00,ICN,395 ,16, Thu,15, Wed, 35:40
LHR,15:55:00,1 stop,13:05:00,ICN,395 ,16, Thu,15, Wed, 35:50
LHR,17:50:00,1 stop,13:35:00,ICN,395 ,16, Thu,15, Wed, 37:15
LHR,15:55:00,1 stop,18:10:00,ICN,396 ,16, Thu,15, Wed, 30:45
LHR,14:30:00,1 stop,16:15:00,ICN,555 ,16, Thu,15, Wed, 31:15
LHR,14:30:00,1 stop,14:45:00,ICN,581 ,16, Thu,15, Wed, 32:45
LHR,14:30:00,1 stop,10:55:00,ICN,581 ,16, Thu,15, Wed, 36:35
ICN,11:20:00,1 stop,23:45:00,BCN,365 ,18, Sat,16, Thu, 27:35
ICN,11:20:00,1 stop,11:35:00,BCN,365 ,15, Wed,14, Tue, 15:45
ICN,11:20:00,1 stop,11:35:00,BCN,382 ,16, Thu,15, Wed, 15:45
ICN,11:20:00,1 stop,17:00:00,BCN,365 ,18, Sat,16, Thu, 34:20
ICN,11:45:00,2 stops,12:05:00,BCN,498 ,18, Sat,16, Thu, 39:40
ICN,11:45:00,2 stops,12:05:00,BCN,504 ,18, Sat,16, Thu, 39:40
ICN,16:50:00,1 stop,14:50:00,BCN,580 ,17, Fri,16, Thu, 18:00
ICN,17:35:00,1 stop,17:00:00,BCN,594 ,17, Fri,16, Thu, 16:35
ICN,17:35:00,1 stop,9:15:00,BCN,594 ,17, Fri,16, Thu, 24:20
ICN,11:20:00,1 stop,23:45:00,BCN,365 ,16, Thu,14, Tue, 27:35
ICN,11:20:00,1 stop,17:00:00,BCN,365 ,16, Thu,14, Tue, 34:20
ICN,11:45:00,2 stops,12:05:00,BCN,498 ,16, Thu,14, Tue, 39:40
ICN,11:45:00,2 stops,12:05:00,BCN,504 ,16, Thu,14, Tue, 39:40
ICN,11:55:00,2 stops,19:50:00,BCN,508 ,16, Thu,14, Tue, 32:5
ICN,11:20:00,1 stop,23:45:00,BCN,501 ,17, Fri,15, Wed, 27:35
ICN,11:45:00,2 stops,12:05:00,BCN,511 ,17, Fri,15, Wed, 39:40
ICN,11:55:00,2 stops,6:00:00,BCN,516 ,16, Thu,15, Wed, 21:55
ICN,15:20:00,2 stops,6:00:00,BCN,516 ,16, Thu,15, Wed, 25:20
ICN,17:25:00,2 stops,6:00:00,BCN,516 ,16, Thu,15, Wed, 27:25
ICN,20:45:00,2 stops,6:00:00,BCN,516 ,16, Thu,15, Wed, 30:45
ICN,11:45:00,2 stops,12:05:00,BCN,517 ,17, Fri,15, Wed, 39:40
ICN,11:20:00,1 stop,23:45:00,BCN,365 ,15, Wed,13, Mon, 27:35
ICN,11:20:00,1 stop,17:00:00,BCN,435 ,14, Tue,12, Sun, 34:20
ICN,11:45:00,2 stops,6:15:00,BCN,596 ,17, Fri,16, Thu, 21:30
ICN,11:45:00,2 stops,18:20:00,BCN,596 ,18, Sat,16, Thu, 33:25
ICN,11:45:00,2 stops,12:00:00,BCN,607 ,18, Sat,16, Thu, 39:45
ICN,15:20:00,2 stops,19:50:00,BCN,508 ,16, Thu,14, Tue, 35:30
ICN,14:00:00,2 stops,19:50:00,BCN,525 ,16, Thu,14, Tue, 34:10
ICN,9:25:00,1 stop,23:45:00,BCN,534 ,16, Thu,14, Tue, 25:40
ICN,9:25:00,1 stop,17:00:00,BCN,534 ,16, Thu,14, Tue, 32:25
ICN,14:00:00,2 stops,6:00:00,BCN,533 ,16, Thu,15, Wed, 24:00
ICN,17:55:00,2 stops,6:00:00,BCN,533 ,16, Thu,15, Wed, 27:55
ICN,11:20:00,1 stop,17:00:00,BCN,365 ,15, Wed,13, Mon, 34:20
ICN,11:20:00,1 stop,11:35:00,BCN,435 ,14, Tue,13, Mon, 15:45
ICN,11:45:00,2 stops,12:05:00,BCN,498 ,15, Wed,13, Mon, 39:40
ICN,11:45:00,2 stops,12:05:00,BCN,504 ,15, Wed,13, Mon, 39:40
ICN,18:25:00,1 stop,17:50:00,BCN,535 ,14, Tue,13, Mon, 16:35
ICN,18:25:00,1 stop,13:40:00,BCN,535 ,14, Tue,13, Mon, 20:45
ICN,9:15:00,1 stop,13:05:00,BCN,440 ,14, Tue,12, Sun, 36:10
ICN,11:20:00,1 stop,23:45:00,BCN,488 ,14, Tue,12, Sun, 27:35
ICN,9:25:00,1 stop,23:45:00,BCN,528 ,14, Tue,12, Sun, 25:40
ICN,9:25:00,1 stop,17:00:00,BCN,534 ,14, Tue,12, Sun, 32:25
ICN,11:00:00,1 stop,12:10:00,BCN,535 ,13, Mon,12, Sun, 14:50
ICN,18:25:00,1 stop,17:50:00,BCN,535 ,13, Mon,12, Sun, 16:35
ICN,18:25:00,1 stop,12:10:00,BCN,535 ,14, Tue,13, Mon, 22:15
ICN,18:25:00,1 stop,5:55:00,BCN,535 ,14, Tue,13, Mon, 28:30
ICN,14:00:00,2 stops,11:35:00,BCN,559 ,14, Tue,13, Mon, 18:25
ICN,18:25:00,1 stop,13:40:00,BCN,535 ,13, Mon,12, Sun, 20:45
ICN,18:25:00,1 stop,12:10:00,BCN,535 ,13, Mon,12, Sun, 22:15
ICN,16:50:00,1 stop,14:50:00,BCN,580 ,13, Mon,12, Sun, 18:00
FCO,8:30:00,Direct,6:35:00,BCN,33 ,16, Thu,16, Thu, 1:55
FCO,8:30:00,Direct,6:35:00,BCN,39 ,15, Wed,15, Wed, 1:55
FCO,9:00:00,Direct,7:10:00,BCN,48 ,16, Thu,16, Thu, 1:50
FCO,21:55:00,Direct,20:00:00,BCN,53 ,16, Thu,16, Thu, 1:55
FCO,13:15:00,Direct,11:20:00,BCN,53 ,16, Thu,16, Thu, 1:55
FCO,20:00:00,Direct,18:15:00,BCN,58 ,16, Thu,16, Thu, 1:45
FCO,22:30:00,Direct,20:45:00,BCN,58 ,16, Thu,16, Thu, 1:45
FCO,11:35:00,Direct,9:45:00,BCN,58 ,16, Thu,16, Thu, 1:50
FCO,13:30:00,Direct,11:45:00,BCN,59 ,16, Thu,16, Thu, 1:45
FCO,13:15:00,Direct,11:20:00,BCN,45 ,15, Wed,15, Wed, 1:55
FCO,9:00:00,Direct,7:10:00,BCN,48 ,15, Wed,15, Wed, 1:50
FCO,20:00:00,Direct,18:15:00,BCN,58 ,15, Wed,15, Wed, 1:45
FCO,11:35:00,Direct,9:45:00,BCN,58 ,15, Wed,15, Wed, 1:50
FCO,8:00:00,Direct,6:15:00,BCN,59 ,15, Wed,15, Wed, 1:45
FCO,21:55:00,Direct,20:00:00,BCN,63 ,15, Wed,15, Wed, 1:55
FCO,22:05:00,1 stop,17:30:00,BCN,72 ,15, Wed,15, Wed, 4:35
FCO,22:05:00,1 stop,13:00:00,BCN,72 ,15, Wed,15, Wed, 9:5
FCO,8:30:00,Direct,6:35:00,BCN,39 ,14, Tue,14, Tue, 1:55
FCO,8:30:00,Direct,6:35:00,BCN,53 ,13, Mon,13, Mon, 1:55
FCO,8:30:00,Direct,6:35:00,BCN,53 ,12, Sun,12, Sun, 1:55
FCO,8:00:00,Direct,6:15:00,BCN,59 ,16, Thu,16, Thu, 1:45
FCO,22:35:00,1 stop,15:55:00,BCN,76 ,16, Thu,16, Thu, 6:40
FCO,22:05:00,1 stop,11:30:00,BCN,72 ,15, Wed,15, Wed, 10:35
FCO,21:55:00,Direct,20:00:00,BCN,45 ,14, Tue,14, Tue, 1:55
FCO,13:15:00,Direct,11:20:00,BCN,45 ,14, Tue,14, Tue, 1:55
FCO,9:00:00,Direct,7:10:00,BCN,48 ,14, Tue,14, Tue, 1:50
FCO,11:35:00,Direct,9:45:00,BCN,69 ,14, Tue,14, Tue, 1:50
FCO,14:30:00,1 stop,6:45:00,BCN,72 ,14, Tue,14, Tue, 7:45
FCO,22:05:00,1 stop,11:30:00,BCN,72 ,14, Tue,14, Tue, 10:35
FCO,22:05:00,1 stop,10:45:00,BCN,72 ,14, Tue,14, Tue, 11:20
FCO,9:50:00,1 stop,11:40:00,BCN,57 ,14, Tue,13, Mon, 22:10
FCO,16:40:00,1 stop,11:40:00,BCN,57 ,14, Tue,13, Mon, 29:00
FCO,8:00:00,Direct,6:15:00,BCN,59 ,13, Mon,13, Mon, 1:45
FCO,22:30:00,Direct,20:45:00,BCN,69 ,13, Mon,13, Mon, 1:45
FCO,8:00:00,Direct,6:15:00,BCN,59 ,12, Sun,12, Sun, 1:45
FCO,16:20:00,Direct,14:35:00,BCN,69 ,12, Sun,12, Sun, 1:45
FCO,18:25:00,Direct,16:30:00,BCN,69 ,12, Sun,12, Sun, 1:55
FCO,20:00:00,Direct,18:15:00,BCN,79 ,12, Sun,12, Sun, 1:45
FCO,14:40:00,Direct,12:55:00,BCN,79 ,12, Sun,12, Sun, 1:45
FCO,14:30:00,1 stop,8:00:00,BCN,73 ,14, Tue,14, Tue, 6:30
FCO,22:05:00,1 stop,13:00:00,BCN,73 ,14, Tue,14, Tue, 9:5
FCO,20:00:00,Direct,18:15:00,BCN,69 ,13, Mon,13, Mon, 1:45
FCO,21:55:00,Direct,20:00:00,BCN,69 ,13, Mon,13, Mon, 1:55
FCO,13:15:00,Direct,11:20:00,BCN,69 ,13, Mon,13, Mon, 1:55
FCO,9:30:00,1 stop,20:40:00,BCN,72 ,14, Tue,13, Mon, 12:50
FCO,22:30:00,1 stop,8:00:00,BCN,72 ,13, Mon,13, Mon, 14:30
FCO,22:30:00,Direct,20:45:00,BCN,79 ,12, Sun,12, Sun, 1:45
FCO,13:15:00,Direct,11:20:00,BCN,82 ,12, Sun,12, Sun, 1:55
FCO,21:55:00,Direct,20:00:00,BCN,82 ,12, Sun,12, Sun, 1:55
FCO,11:15:00,Direct,9:25:00,BCN,101 ,12, Sun,12, Sun, 1:50
LHR,11:25:00,1 stop,6:45:00,BCN,69 ,16, Thu,16, Thu, 5:40
LHR,11:30:00,Direct,10:10:00,BCN,55 ,15, Wed,15, Wed, 2:20
LHR,20:15:00,Direct,18:50:00,BCN,66 ,14, Tue,14, Tue, 2:25
LHR,12:40:00,1 stop,6:45:00,BCN,69 ,16, Thu,16, Thu, 6:55
LHR,22:35:00,1 stop,14:35:00,BCN,69 ,16, Thu,16, Thu, 9:00
LHR,17:30:00,1 stop,6:45:00,BCN,69 ,16, Thu,16, Thu, 11:45
LHR,18:50:00,1 stop,6:45:00,BCN,69 ,16, Thu,16, Thu, 13:5
LHR,22:35:00,1 stop,6:45:00,BCN,69 ,16, Thu,16, Thu, 16:50
LHR,15:30:00,1 stop,10:20:00,BCN,70 ,16, Thu,16, Thu, 6:10
LHR,9:20:00,Direct,7:55:00,BCN,55 ,15, Wed,15, Wed, 2:25
LHR,15:10:00,Direct,13:45:00,BCN,64 ,15, Wed,15, Wed, 2:25
LHR,11:25:00,1 stop,21:05:00,BCN,71 ,16, Thu,15, Wed, 15:20
LHR,12:40:00,1 stop,21:05:00,BCN,71 ,16, Thu,15, Wed, 16:35
LHR,15:30:00,1 stop,21:05:00,BCN,71 ,16, Thu,15, Wed, 19:25
LHR,17:30:00,1 stop,21:05:00,BCN,73 ,16, Thu,15, Wed, 21:25
LHR,9:20:00,Direct,7:55:00,BCN,72 ,14, Tue,14, Tue, 2:25
LHR,19:00:00,Direct,17:35:00,BCN,84 ,14, Tue,14, Tue, 2:25
LHR,13:15:00,Direct,11:45:00,BCN,84 ,14, Tue,14, Tue, 2:30
LHR,18:30:00,1 stop,15:00:00,BCN,89 ,14, Tue,14, Tue, 4:30
LHR,10:40:00,1 stop,6:45:00,BCN,89 ,14, Tue,14, Tue, 4:55
LHR,17:10:00,1 stop,13:00:00,BCN,89 ,14, Tue,14, Tue, 5:10
LHR,17:30:00,1 stop,10:20:00,BCN,70 ,16, Thu,16, Thu, 8:10
LHR,15:30:00,1 stop,6:45:00,BCN,70 ,16, Thu,16, Thu, 9:45
LHR,18:50:00,1 stop,10:20:00,BCN,70 ,16, Thu,16, Thu, 9:30
LHR,11:25:00,1 stop,14:35:00,BCN,73 ,16, Thu,15, Wed, 21:50
LHR,18:50:00,1 stop,21:05:00,BCN,73 ,16, Thu,15, Wed, 22:45
LHR,12:40:00,1 stop,14:35:00,BCN,81 ,16, Thu,15, Wed, 23:5
LHR,16:20:00,1 stop,11:30:00,BCN,89 ,14, Tue,14, Tue, 5:50
LHR,18:30:00,1 stop,13:00:00,BCN,89 ,14, Tue,14, Tue, 6:30
LHR,16:20:00,1 stop,10:45:00,BCN,89 ,14, Tue,14, Tue, 6:35
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,14, Tue,12, Sun, 30:40
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,16, Thu,14, Tue, 30:40
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,18, Sat,16, Thu, 30:40
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,15, Wed,13, Mon, 30:40
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,17, Fri,15, Wed, 30:40
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,14, Tue,12, Sun, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,349 ,14, Tue,12, Sun, 33:00
ICN,18:25:00,1 stop,19:00:00,FCO,432 ,13, Mon,12, Sun, 15:25
ICN,11:00:00,1 stop,11:20:00,FCO,432 ,13, Mon,12, Sun, 15:40
ICN,11:00:00,1 stop,7:15:00,FCO,432 ,13, Mon,12, Sun, 19:45
ICN,18:25:00,1 stop,14:35:00,FCO,432 ,13, Mon,12, Sun, 19:50
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,16, Thu,14, Tue, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,349 ,16, Thu,14, Tue, 33:00
ICN,11:20:00,1 stop,11:10:00,FCO,387 ,15, Wed,14, Tue, 16:10
ICN,11:20:00,1 stop,21:20:00,FCO,387 ,16, Thu,14, Tue, 30:00
ICN,11:20:00,1 stop,23:45:00,FCO,390 ,16, Thu,14, Tue, 27:35
ICN,11:20:00,1 stop,17:25:00,FCO,390 ,16, Thu,14, Tue, 33:55
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,18, Sat,16, Thu, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,349 ,18, Sat,16, Thu, 33:00
ICN,11:20:00,1 stop,23:45:00,FCO,412 ,18, Sat,16, Thu, 27:35
ICN,11:20:00,1 stop,21:20:00,FCO,412 ,18, Sat,16, Thu, 30:00
ICN,11:20:00,1 stop,17:25:00,FCO,412 ,18, Sat,16, Thu, 33:55
ICN,13:10:00,2 stops,20:15:00,FCO,447 ,18, Sat,16, Thu, 32:55
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,15, Wed,13, Mon, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,285 ,15, Wed,13, Mon, 33:00
ICN,11:20:00,1 stop,17:25:00,FCO,387 ,15, Wed,13, Mon, 33:55
ICN,11:20:00,1 stop,23:45:00,FCO,388 ,15, Wed,13, Mon, 27:35
ICN,11:20:00,1 stop,21:20:00,FCO,390 ,15, Wed,13, Mon, 30:00
ICN,11:20:00,1 stop,11:10:00,FCO,403 ,14, Tue,13, Mon, 16:10
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,17, Fri,15, Wed, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,368 ,17, Fri,15, Wed, 33:00
ICN,11:20:00,1 stop,11:10:00,FCO,390 ,16, Thu,15, Wed, 16:10
ICN,11:20:00,1 stop,21:20:00,FCO,390 ,17, Fri,15, Wed, 30:00
ICN,11:20:00,1 stop,17:25:00,FCO,437 ,17, Fri,15, Wed, 33:55
ICN,11:20:00,1 stop,23:45:00,FCO,442 ,17, Fri,15, Wed, 27:35
BCN,9:00:00,Direct,7:10:00,FCO,67 ,16, Thu,16, Thu, 1:50
BCN,15:45:00,Direct,13:50:00,FCO,45 ,15, Wed,15, Wed, 1:55
BCN,9:00:00,Direct,7:10:00,FCO,50 ,14, Tue,14, Tue, 1:50
BCN,11:00:00,Direct,9:05:00,FCO,53 ,13, Mon,13, Mon, 1:55
BCN,20:50:00,Direct,19:00:00,FCO,98 ,12, Sun,12, Sun, 1:50
ICN,18:25:00,1 stop,11:20:00,FCO,432 ,13, Mon,12, Sun, 23:5
ICN,18:25:00,1 stop,7:15:00,FCO,432 ,13, Mon,12, Sun, 27:10
ICN,18:25:00,1 stop,12:40:00,FCO,435 ,13, Mon,12, Sun, 21:45
ICN,21:35:00,1 stop,18:45:00,FCO,423 ,15, Wed,14, Tue, 18:50
ICN,11:15:00,1 stop,18:45:00,FCO,423 ,16, Thu,14, Tue, 32:30
ICN,18:25:00,1 stop,19:00:00,FCO,432 ,15, Wed,14, Tue, 15:25
ICN,11:20:00,2 stops,19:50:00,FCO,484 ,18, Sat,16, Thu, 31:30
ICN,11:20:00,2 stops,19:50:00,FCO,484 ,18, Sat,16, Thu, 31:30
ICN,12:50:00,2 stops,19:50:00,FCO,484 ,18, Sat,16, Thu, 33:00
ICN,18:25:00,1 stop,19:00:00,FCO,432 ,14, Tue,13, Mon, 15:25
ICN,18:25:00,1 stop,14:35:00,FCO,432 ,14, Tue,13, Mon, 19:50
ICN,18:25:00,1 stop,11:20:00,FCO,432 ,14, Tue,13, Mon, 23:5
ICN,16:15:00,1 stop,13:30:00,FCO,446 ,16, Thu,15, Wed, 18:45
ICN,13:10:00,2 stops,20:15:00,FCO,447 ,17, Fri,15, Wed, 32:55
ICN,20:05:00,1 stop,13:30:00,FCO,455 ,16, Thu,15, Wed, 22:35
BCN,20:00:00,Direct,18:10:00,FCO,73 ,16, Thu,16, Thu, 1:50
BCN,19:25:00,Direct,17:30:00,FCO,79 ,16, Thu,16, Thu, 1:55
BCN,15:45:00,Direct,13:50:00,FCO,79 ,16, Thu,16, Thu, 1:55
BCN,22:35:00,Direct,20:45:00,FCO,83 ,16, Thu,16, Thu, 1:50
BCN,11:00:00,Direct,9:05:00,FCO,95 ,16, Thu,16, Thu, 1:55
BCN,19:25:00,Direct,17:30:00,FCO,45 ,15, Wed,15, Wed, 1:55
BCN,9:00:00,Direct,7:10:00,FCO,50 ,15, Wed,15, Wed, 1:50
BCN,11:00:00,Direct,9:05:00,FCO,53 ,15, Wed,15, Wed, 1:55
BCN,22:35:00,Direct,20:45:00,FCO,58 ,15, Wed,15, Wed, 1:50
BCN,14:15:00,1 stop,7:45:00,FCO,85 ,15, Wed,15, Wed, 6:30
BCN,19:25:00,Direct,17:30:00,FCO,71 ,14, Tue,14, Tue, 1:55
BCN,15:45:00,Direct,13:50:00,FCO,71 ,14, Tue,14, Tue, 1:55
BCN,11:00:00,Direct,9:05:00,FCO,79 ,14, Tue,14, Tue, 1:55
BCN,14:15:00,1 stop,7:45:00,FCO,85 ,14, Tue,14, Tue, 6:30
BCN,18:45:00,1 stop,12:00:00,FCO,85 ,14, Tue,14, Tue, 6:45
BCN,15:10:00,1 stop,7:45:00,FCO,85 ,14, Tue,14, Tue, 7:25
BCN,19:25:00,Direct,17:30:00,FCO,53 ,13, Mon,13, Mon, 1:55
BCN,15:45:00,Direct,13:50:00,FCO,53 ,13, Mon,13, Mon, 1:55
BCN,22:35:00,Direct,20:45:00,FCO,64 ,13, Mon,13, Mon, 1:50
BCN,20:00:00,Direct,18:10:00,FCO,74 ,13, Mon,13, Mon, 1:50
BCN,21:50:00,1 stop,15:20:00,FCO,85 ,13, Mon,13, Mon, 6:30
BCN,11:00:00,Direct,9:05:00,FCO,98 ,12, Sun,12, Sun, 1:55
BCN,15:45:00,Direct,13:50:00,FCO,98 ,12, Sun,12, Sun, 1:55
BCN,13:50:00,Direct,12:00:00,FCO,106 ,12, Sun,12, Sun, 1:50
BCN,16:15:00,1 stop,10:30:00,FCO,122 ,16, Thu,16, Thu, 5:45
BCN,15:15:00,1 stop,6:35:00,FCO,123 ,16, Thu,16, Thu, 8:40
BCN,20:40:00,1 stop,10:40:00,FCO,123 ,16, Thu,16, Thu, 10:00
BCN,22:55:00,1 stop,12:00:00,FCO,85 ,15, Wed,15, Wed, 10:55
BCN,10:45:00,1 stop,19:10:00,FCO,85 ,16, Thu,15, Wed, 15:35
BCN,20:55:00,1 stop,15:20:00,FCO,85 ,15, Wed,15, Wed, 5:35
