R_DEST,ARR_T,STOP_NUM,DEP_T,R_ORIGIN,SCH_COST,ARR_DAY,ARR_D_WEEK,DEP_DAY,DEP_D_WEEK,F_TIME
CDG,9:00:00,2 stops,19:00:00,ICN,512 ,22, Wed,21, Tue, 22:00
CDG,9:20:00,2 stops,18:10:00,ICN,533 ,22, Wed,21, Tue, 23:10
CDG,17:45:00,1 stop,18:10:00,ICN,487 ,18, Sat,17, Fri, 31:35
CDG,17:45:00,1 stop,15:10:00,ICN,487 ,18, Sat,17, Fri, 34:35
CDG,21:50:00,1 stop,13:10:00,ICN,498 ,17, Fri,17, Fri, 16:40
CDG,9:10:00,1 stop,13:10:00,ICN,501 ,18, Sat,17, Fri, 28:00
CDG,11:55:00,1 stop,13:10:00,ICN,501 ,18, Sat,17, Fri, 30:45
CDG,17:45:00,1 stop,15:10:00,ICN,536 ,20, Mon,19, Sun, 34:35
CDG,17:50:00,1 stop,13:10:00,ICN,547 ,20, Mon,19, Sun, 36:40
CDG,6:40:00,1 stop,16:15:00,ICN,555 ,20, Mon,19, Sun, 22:25
CDG,6:40:00,1 stop,10:55:00,ICN,558 ,20, Mon,19, Sun, 27:45
CDG,5:40:00,1 stop,16:15:00,ICN,559 ,20, Mon,19, Sun, 21:25
CDG,10:45:00,1 stop,13:10:00,ICN,553 ,21, Tue,20, Mon, 29:35
CDG,16:55:00,2 stops,13:00:00,ICN,563 ,22, Wed,20, Mon, 59:55
CDG,17:00:00,Direct,12:35:00,ICN,587 ,20, Mon,20, Mon, 12:25
CDG,6:40:00,1 stop,16:15:00,ICN,593 ,21, Tue,20, Mon, 22:25
CDG,21:50:00,1 stop,13:20:00,ICN,496 ,18, Sat,18, Sat, 16:30
CDG,11:55:00,1 stop,13:20:00,ICN,496 ,19, Sun,18, Sat, 30:35
CDG,9:10:00,1 stop,13:20:00,ICN,501 ,19, Sun,18, Sat, 27:50
CDG,22:25:00,1 stop,13:20:00,ICN,519 ,18, Sat,18, Sat, 17:5
CDG,16:45:00,1 stop,13:20:00,ICN,550 ,19, Sun,18, Sat, 35:25
CDG,6:40:00,1 stop,14:45:00,ICN,591 ,19, Sun,18, Sat, 23:55
LHR,14:30:00,1 stop,16:15:00,ICN,381 ,21, Tue,20, Mon, 31:15
LHR,17:50:00,1 stop,18:10:00,ICN,395 ,18, Sat,17, Fri, 32:40
LHR,17:50:00,1 stop,13:35:00,ICN,395 ,19, Sun,18, Sat, 37:15
LHR,14:30:00,1 stop,14:45:00,ICN,379 ,20, Mon,19, Sun, 32:45
LHR,14:30:00,1 stop,14:45:00,ICN,381 ,21, Tue,20, Mon, 32:45
LHR,14:30:00,1 stop,10:55:00,ICN,383 ,21, Tue,20, Mon, 36:35
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,21, Tue,20, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,21, Tue,20, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,21, Tue,20, Mon, 36:5
LHR,16:05:00,2 stops,13:00:00,ICN,391 ,21, Tue,20, Mon, 36:5
LHR,15:55:00,1 stop,18:10:00,ICN,396 ,18, Sat,17, Fri, 30:45
LHR,17:50:00,1 stop,15:10:00,ICN,403 ,18, Sat,17, Fri, 35:40
LHR,15:55:00,1 stop,13:05:00,ICN,487 ,18, Sat,17, Fri, 35:50
LHR,9:30:00,1 stop,13:10:00,ICN,519 ,18, Sat,17, Fri, 29:20
LHR,12:15:00,1 stop,13:10:00,ICN,519 ,18, Sat,17, Fri, 32:5
LHR,14:30:00,1 stop,16:15:00,ICN,555 ,18, Sat,17, Fri, 31:15
LHR,15:55:00,1 stop,15:10:00,ICN,403 ,19, Sun,18, Sat, 33:45
LHR,15:55:00,1 stop,13:05:00,ICN,403 ,19, Sun,18, Sat, 35:50
LHR,15:55:00,1 stop,13:35:00,ICN,409 ,19, Sun,18, Sat, 35:20
LHR,17:50:00,1 stop,15:10:00,ICN,409 ,19, Sun,18, Sat, 35:40
LHR,17:50:00,1 stop,18:10:00,ICN,551 ,19, Sun,18, Sat, 32:40
LHR,14:30:00,1 stop,16:15:00,ICN,555 ,19, Sun,18, Sat, 31:15
LHR,14:30:00,1 stop,14:45:00,ICN,558 ,19, Sun,18, Sat, 32:45
LHR,14:30:00,1 stop,16:15:00,ICN,381 ,20, Mon,19, Sun, 31:15
LHR,14:30:00,1 stop,10:55:00,ICN,383 ,20, Mon,19, Sun, 36:35
LHR,15:55:00,1 stop,15:10:00,ICN,395 ,20, Mon,19, Sun, 33:45
LHR,15:55:00,1 stop,18:10:00,ICN,395 ,20, Mon,19, Sun, 30:45
LHR,17:50:00,1 stop,18:10:00,ICN,395 ,20, Mon,19, Sun, 32:40
LHR,15:55:00,1 stop,13:35:00,ICN,395 ,20, Mon,19, Sun, 35:20
LHR,17:50:00,1 stop,15:10:00,ICN,395 ,20, Mon,19, Sun, 35:40
LHR,17:50:00,1 stop,15:10:00,ICN,395 ,21, Tue,20, Mon, 35:40
LHR,17:50:00,1 stop,18:10:00,ICN,395 ,21, Tue,20, Mon, 32:40
LHR,15:55:00,1 stop,15:10:00,ICN,396 ,21, Tue,20, Mon, 33:45
LHR,14:30:00,1 stop,14:45:00,ICN,555 ,18, Sat,17, Fri, 32:45
LHR,14:30:00,1 stop,10:55:00,ICN,561 ,18, Sat,17, Fri, 36:35
LHR,21:05:00,1 stop,13:10:00,ICN,572 ,17, Fri,17, Fri, 16:55
LHR,14:30:00,1 stop,10:55:00,ICN,558 ,19, Sun,18, Sat, 36:35
LHR,9:30:00,1 stop,13:20:00,ICN,572 ,19, Sun,18, Sat, 29:10
LHR,15:55:00,1 stop,13:05:00,ICN,395 ,20, Mon,19, Sun, 35:50
LHR,17:50:00,1 stop,13:35:00,ICN,395 ,20, Mon,19, Sun, 37:15
ICN,9:25:00,1 stop,23:45:00,BCN,553 ,21, Tue,19, Sun, 25:40
ICN,11:20:00,1 stop,11:35:00,BCN,418 ,22, Wed,21, Tue, 15:45
ICN,11:20:00,1 stop,23:45:00,BCN,420 ,22, Wed,20, Mon, 27:35
ICN,9:25:00,1 stop,17:00:00,BCN,553 ,21, Tue,19, Sun, 32:25
ICN,11:20:00,1 stop,23:45:00,BCN,606 ,21, Tue,19, Sun, 27:35
ICN,11:20:00,1 stop,17:00:00,BCN,670 ,21, Tue,19, Sun, 34:20
ICN,11:20:00,1 stop,11:35:00,BCN,745 ,20, Mon,19, Sun, 15:45
ICN,8:00:00,1 stop,6:35:00,BCN,977 ,20, Mon,19, Sun, 17:25
ICN,11:45:00,2 stops,12:05:00,BCN,498 ,23, Thu,21, Tue, 39:40
ICN,11:45:00,2 stops,12:05:00,BCN,504 ,23, Thu,21, Tue, 39:40
ICN,11:55:00,2 stops,19:50:00,BCN,508 ,23, Thu,21, Tue, 32:5
ICN,11:55:00,2 stops,19:50:00,BCN,525 ,23, Thu,21, Tue, 32:5
ICN,14:00:00,2 stops,19:50:00,BCN,525 ,23, Thu,21, Tue, 34:10
ICN,11:20:00,1 stop,17:00:00,BCN,467 ,22, Wed,20, Mon, 34:20
ICN,11:45:00,2 stops,12:05:00,BCN,498 ,22, Wed,20, Mon, 39:40
ICN,11:20:00,1 stop,11:35:00,BCN,365 ,19, Sun,18, Sat, 15:45
ICN,11:20:00,1 stop,11:35:00,BCN,365 ,18, Sat,17, Fri, 15:45
ICN,15:40:00,1 stop,17:20:00,BCN,1154 ,20, Mon,19, Sun, 14:20
ICN,15:40:00,1 stop,13:20:00,BCN,1154 ,20, Mon,19, Sun, 18:20
ICN,15:55:00,1 stop,17:55:00,BCN,1169 ,20, Mon,19, Sun, 14:00
ICN,8:00:00,1 stop,9:55:00,BCN,1169 ,20, Mon,19, Sun, 14:5
ICN,18:25:00,1 stop,12:10:00,BCN,535 ,22, Wed,21, Tue, 22:15
ICN,9:25:00,1 stop,23:45:00,BCN,553 ,23, Thu,21, Tue, 25:40
ICN,9:25:00,1 stop,17:00:00,BCN,553 ,23, Thu,21, Tue, 32:25
ICN,11:20:00,1 stop,23:45:00,BCN,579 ,23, Thu,21, Tue, 27:35
ICN,11:45:00,2 stops,12:05:00,BCN,504 ,22, Wed,20, Mon, 39:40
ICN,18:25:00,1 stop,17:50:00,BCN,535 ,21, Tue,20, Mon, 16:35
ICN,18:25:00,1 stop,15:05:00,BCN,535 ,21, Tue,20, Mon, 19:20
ICN,18:25:00,1 stop,13:40:00,BCN,535 ,21, Tue,20, Mon, 20:45
ICN,18:25:00,1 stop,12:10:00,BCN,535 ,21, Tue,20, Mon, 22:15
ICN,11:00:00,1 stop,12:10:00,BCN,535 ,19, Sun,18, Sat, 14:50
ICN,11:00:00,1 stop,5:55:00,BCN,535 ,19, Sun,18, Sat, 21:5
ICN,11:00:00,1 stop,15:05:00,BCN,544 ,20, Mon,18, Sat, 35:55
ICN,11:45:00,2 stops,12:05:00,BCN,554 ,20, Mon,18, Sat, 39:40
ICN,11:45:00,2 stops,12:05:00,BCN,560 ,20, Mon,18, Sat, 39:40
ICN,11:45:00,2 stops,6:15:00,BCN,596 ,19, Sun,18, Sat, 21:30
ICN,11:20:00,1 stop,23:45:00,BCN,365 ,19, Sun,17, Fri, 27:35
ICN,11:20:00,1 stop,17:00:00,BCN,420 ,19, Sun,17, Fri, 34:20
ICN,11:45:00,2 stops,12:05:00,BCN,511 ,19, Sun,17, Fri, 39:40
ICN,11:45:00,2 stops,12:05:00,BCN,517 ,19, Sun,17, Fri, 39:40
ICN,18:25:00,1 stop,13:40:00,BCN,535 ,18, Sat,17, Fri, 20:45
ICN,18:25:00,1 stop,5:55:00,BCN,535 ,21, Tue,20, Mon, 28:30
ICN,11:20:00,1 stop,11:35:00,BCN,553 ,21, Tue,20, Mon, 15:45
ICN,11:45:00,2 stops,18:20:00,BCN,596 ,20, Mon,18, Sat, 33:25
ICN,16:50:00,1 stop,14:50:00,BCN,607 ,19, Sun,18, Sat, 18:00
ICN,16:50:00,1 stop,22:05:00,BCN,609 ,20, Mon,18, Sat, 34:45
ICN,11:00:00,1 stop,17:50:00,BCN,535 ,19, Sun,17, Fri, 33:10
ICN,11:00:00,1 stop,13:40:00,BCN,535 ,19, Sun,17, Fri, 37:20
ICN,11:45:00,2 stops,6:15:00,BCN,608 ,18, Sat,17, Fri, 21:30
ICN,11:45:00,2 stops,18:20:00,BCN,608 ,19, Sun,17, Fri, 33:25
FCO,8:30:00,Direct,6:35:00,BCN,53 ,20, Mon,20, Mon, 1:55
FCO,21:55:00,Direct,20:00:00,BCN,39 ,21, Tue,21, Tue, 1:55
FCO,22:30:00,Direct,20:45:00,BCN,58 ,20, Mon,20, Mon, 1:45
FCO,9:00:00,Direct,7:10:00,BCN,58 ,20, Mon,20, Mon, 1:50
FCO,13:15:00,Direct,11:20:00,BCN,69 ,20, Mon,20, Mon, 1:55
FCO,21:55:00,Direct,20:00:00,BCN,69 ,20, Mon,20, Mon, 1:55
FCO,22:30:00,1 stop,17:30:00,BCN,73 ,20, Mon,20, Mon, 5:00
FCO,13:15:00,Direct,11:20:00,BCN,39 ,21, Tue,21, Tue, 1:55
FCO,8:30:00,Direct,6:35:00,BCN,39 ,21, Tue,21, Tue, 1:55
FCO,9:00:00,Direct,7:10:00,BCN,48 ,21, Tue,21, Tue, 1:50
FCO,11:35:00,Direct,9:45:00,BCN,48 ,21, Tue,21, Tue, 1:50
FCO,22:05:00,1 stop,17:30:00,BCN,72 ,21, Tue,21, Tue, 4:35
FCO,8:30:00,Direct,6:35:00,BCN,33 ,19, Sun,19, Sun, 1:55
FCO,19:55:00,Direct,18:00:00,BCN,45 ,18, Sat,18, Sat, 1:55
FCO,11:35:00,Direct,9:45:00,BCN,89 ,17, Fri,17, Fri, 1:50
FCO,22:30:00,1 stop,11:30:00,BCN,73 ,20, Mon,20, Mon, 11:00
FCO,22:30:00,1 stop,16:00:00,BCN,73 ,20, Mon,20, Mon, 6:30
FCO,22:30:00,1 stop,9:30:00,BCN,73 ,20, Mon,20, Mon, 13:00
FCO,22:30:00,1 stop,8:45:00,BCN,73 ,20, Mon,20, Mon, 13:45
FCO,18:25:00,1 stop,11:30:00,BCN,72 ,21, Tue,21, Tue, 6:55
FCO,22:05:00,1 stop,13:00:00,BCN,72 ,21, Tue,21, Tue, 9:5
FCO,18:25:00,1 stop,8:45:00,BCN,72 ,21, Tue,21, Tue, 9:40
FCO,18:25:00,1 stop,8:00:00,BCN,72 ,21, Tue,21, Tue, 10:25
FCO,18:25:00,Direct,16:30:00,BCN,53 ,19, Sun,19, Sun, 1:55
FCO,13:15:00,Direct,11:20:00,BCN,53 ,19, Sun,19, Sun, 1:55
FCO,14:40:00,Direct,12:55:00,BCN,58 ,19, Sun,19, Sun, 1:45
FCO,11:15:00,Direct,9:25:00,BCN,58 ,19, Sun,19, Sun, 1:50
FCO,20:00:00,Direct,18:15:00,BCN,69 ,19, Sun,19, Sun, 1:45
FCO,21:55:00,Direct,20:00:00,BCN,45 ,18, Sat,18, Sat, 1:55
FCO,13:15:00,Direct,11:20:00,BCN,69 ,18, Sat,18, Sat, 1:55
FCO,8:30:00,Direct,6:35:00,BCN,69 ,18, Sat,18, Sat, 1:55
FCO,9:30:00,1 stop,20:40:00,BCN,72 ,19, Sun,18, Sat, 12:50
FCO,16:20:00,Direct,14:35:00,BCN,90 ,18, Sat,18, Sat, 1:45
FCO,8:00:00,Direct,6:15:00,BCN,94 ,18, Sat,18, Sat, 1:45
FCO,13:15:00,Direct,11:20:00,BCN,95 ,17, Fri,17, Fri, 1:55
FCO,21:55:00,Direct,20:00:00,BCN,95 ,17, Fri,17, Fri, 1:55
FCO,8:00:00,Direct,6:15:00,BCN,98 ,17, Fri,17, Fri, 1:45
FCO,13:30:00,Direct,11:45:00,BCN,98 ,17, Fri,17, Fri, 1:45
FCO,22:30:00,Direct,20:45:00,BCN,99 ,17, Fri,17, Fri, 1:45
FCO,21:55:00,Direct,20:00:00,BCN,82 ,19, Sun,19, Sun, 1:55
FCO,22:05:00,1 stop,16:00:00,BCN,83 ,19, Sun,19, Sun, 6:5
FCO,18:25:00,1 stop,13:00:00,BCN,94 ,19, Sun,19, Sun, 5:25
FCO,18:25:00,1 stop,11:30:00,BCN,94 ,19, Sun,19, Sun, 6:55
FCO,18:25:00,1 stop,18:30:00,BCN,103 ,19, Sun,18, Sat, 23:55
FCO,0:25:00,1 stop,6:45:00,BCN,105 ,19, Sun,18, Sat, 17:40
FCO,22:05:00,1 stop,18:30:00,BCN,107 ,19, Sun,18, Sat, 27:35
FCO,8:30:00,Direct,6:35:00,BCN,107 ,17, Fri,17, Fri, 1:55
FCO,9:00:00,Direct,7:10:00,BCN,110 ,17, Fri,17, Fri, 1:50
FCO,20:00:00,Direct,18:15:00,BCN,120 ,17, Fri,17, Fri, 1:45
FCO,20:05:00,Direct,18:20:00,BCN,123 ,17, Fri,17, Fri, 1:45
LHR,20:15:00,Direct,18:50:00,BCN,55 ,21, Tue,21, Tue, 2:25
LHR,17:10:00,1 stop,11:30:00,BCN,89 ,20, Mon,20, Mon, 6:40
LHR,18:30:00,1 stop,13:00:00,BCN,89 ,19, Sun,19, Sun, 6:30
LHR,19:00:00,Direct,17:35:00,BCN,66 ,21, Tue,21, Tue, 2:25
LHR,22:35:00,1 stop,6:45:00,BCN,69 ,21, Tue,21, Tue, 16:50
LHR,22:35:00,1 stop,14:35:00,BCN,70 ,21, Tue,21, Tue, 9:00
LHR,22:35:00,1 stop,12:35:00,BCN,70 ,21, Tue,21, Tue, 11:00
LHR,22:35:00,1 stop,21:05:00,BCN,81 ,22, Wed,21, Tue, 26:30
LHR,18:30:00,1 stop,11:30:00,BCN,89 ,20, Mon,20, Mon, 8:00
LHR,17:10:00,1 stop,9:30:00,BCN,89 ,20, Mon,20, Mon, 8:40
LHR,17:10:00,1 stop,8:45:00,BCN,89 ,20, Mon,20, Mon, 9:25
LHR,18:30:00,1 stop,9:30:00,BCN,89 ,20, Mon,20, Mon, 10:00
LHR,18:30:00,1 stop,8:45:00,BCN,89 ,20, Mon,20, Mon, 10:45
LHR,18:30:00,1 stop,11:30:00,BCN,89 ,19, Sun,19, Sun, 8:00
LHR,22:05:00,1 stop,18:30:00,BCN,106 ,19, Sun,19, Sun, 4:35
LHR,17:10:00,1 stop,13:00:00,BCN,106 ,19, Sun,19, Sun, 5:10
LHR,17:10:00,1 stop,11:30:00,BCN,106 ,19, Sun,19, Sun, 6:40
LHR,11:25:00,1 stop,6:45:00,BCN,114 ,19, Sun,19, Sun, 5:40
LHR,12:35:00,1 stop,18:30:00,BCN,118 ,20, Mon,19, Sun, 19:5
LHR,11:30:00,Direct,10:10:00,BCN,84 ,21, Tue,21, Tue, 2:20
LHR,9:20:00,Direct,7:55:00,BCN,84 ,21, Tue,21, Tue, 2:25
LHR,13:15:00,Direct,11:45:00,BCN,84 ,21, Tue,21, Tue, 2:30
LHR,14:55:00,1 stop,11:30:00,BCN,89 ,21, Tue,21, Tue, 4:25
LHR,22:35:00,1 stop,21:05:00,BCN,92 ,21, Tue,20, Mon, 26:30
LHR,16:20:00,1 stop,11:30:00,BCN,94 ,20, Mon,20, Mon, 5:50
LHR,16:20:00,1 stop,9:30:00,BCN,94 ,20, Mon,20, Mon, 7:50
LHR,19:45:00,1 stop,16:00:00,BCN,129 ,19, Sun,19, Sun, 4:45
LHR,16:20:00,1 stop,11:30:00,BCN,129 ,19, Sun,19, Sun, 5:50
LHR,21:10:00,1 stop,16:00:00,BCN,129 ,19, Sun,19, Sun, 6:10
LHR,16:20:00,1 stop,11:30:00,BCN,95 ,20, Mon,20, Mon, 5:50
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,23, Thu,21, Tue, 30:40
ICN,18:25:00,1 stop,14:35:00,FCO,432 ,21, Tue,20, Mon, 19:50
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,19, Sun,17, Fri, 30:40
ICN,11:20:00,1 stop,11:10:00,FCO,390 ,19, Sun,18, Sat, 16:10
ICN,10:55:00,2 stops,20:15:00,FCO,285 ,21, Tue,19, Sun, 30:40
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,23, Thu,21, Tue, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,349 ,23, Thu,21, Tue, 33:00
ICN,21:35:00,1 stop,18:45:00,FCO,423 ,22, Wed,21, Tue, 18:50
ICN,11:15:00,1 stop,18:45:00,FCO,423 ,23, Thu,21, Tue, 32:30
ICN,11:20:00,1 stop,11:10:00,FCO,437 ,22, Wed,21, Tue, 16:10
ICN,11:20:00,1 stop,23:45:00,FCO,491 ,23, Thu,21, Tue, 27:35
ICN,18:25:00,1 stop,11:20:00,FCO,432 ,21, Tue,20, Mon, 23:5
ICN,11:20:00,1 stop,23:45:00,FCO,439 ,22, Wed,20, Mon, 27:35
ICN,11:20:00,1 stop,17:25:00,FCO,439 ,22, Wed,20, Mon, 33:55
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,19, Sun,17, Fri, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,285 ,19, Sun,17, Fri, 33:00
ICN,11:20:00,1 stop,21:20:00,FCO,387 ,19, Sun,17, Fri, 30:00
ICN,11:20:00,1 stop,17:25:00,FCO,388 ,19, Sun,17, Fri, 33:55
ICN,11:20:00,1 stop,23:45:00,FCO,390 ,19, Sun,17, Fri, 27:35
ICN,10:55:00,2 stops,20:15:00,FCO,432 ,20, Mon,18, Sat, 30:40
ICN,12:15:00,2 stops,20:15:00,FCO,432 ,20, Mon,18, Sat, 32:00
ICN,11:20:00,1 stop,21:20:00,FCO,439 ,20, Mon,18, Sat, 30:00
ICN,11:20:00,1 stop,23:45:00,FCO,456 ,20, Mon,18, Sat, 27:35
ICN,11:20:00,1 stop,17:25:00,FCO,456 ,20, Mon,18, Sat, 33:55
ICN,12:15:00,2 stops,20:15:00,FCO,285 ,21, Tue,19, Sun, 32:00
ICN,13:15:00,2 stops,20:15:00,FCO,349 ,21, Tue,19, Sun, 33:00
ICN,13:10:00,2 stops,20:15:00,FCO,447 ,21, Tue,19, Sun, 32:55
ICN,6:55:00,1 stop,13:30:00,FCO,447 ,21, Tue,19, Sun, 33:25
ICN,20:05:00,1 stop,13:30:00,FCO,455 ,20, Mon,19, Sun, 22:35
ICN,16:15:00,1 stop,13:30:00,FCO,459 ,20, Mon,19, Sun, 18:45
BCN,19:25:00,Direct,17:30:00,FCO,39 ,21, Tue,21, Tue, 1:55
BCN,11:00:00,Direct,9:05:00,FCO,63 ,20, Mon,20, Mon, 1:55
BCN,11:00:00,Direct,9:05:00,FCO,55 ,19, Sun,19, Sun, 1:55
BCN,22:25:00,Direct,20:30:00,FCO,45 ,18, Sat,18, Sat, 1:55
BCN,19:25:00,Direct,17:30:00,FCO,53 ,17, Fri,17, Fri, 1:55
ICN,11:20:00,1 stop,17:25:00,FCO,491 ,23, Thu,21, Tue, 33:55
ICN,16:00:00,2 stops,11:50:00,FCO,529 ,22, Wed,21, Tue, 20:10
ICN,20:45:00,1 stop,20:15:00,FCO,538 ,22, Wed,21, Tue, 16:30
ICN,11:20:00,1 stop,21:20:00,FCO,442 ,22, Wed,20, Mon, 30:00
ICN,16:15:00,2 stops,13:30:00,FCO,446 ,22, Wed,20, Mon, 42:45
ICN,6:35:00,1 stop,13:30:00,FCO,447 ,22, Wed,20, Mon, 33:5
ICN,20:05:00,1 stop,13:30:00,FCO,455 ,21, Tue,20, Mon, 22:35
ICN,11:20:00,1 stop,11:10:00,FCO,403 ,18, Sat,17, Fri, 16:10
ICN,16:15:00,1 stop,13:30:00,FCO,446 ,18, Sat,17, Fri, 18:45
ICN,13:10:00,2 stops,20:15:00,FCO,447 ,19, Sun,17, Fri, 32:55
ICN,6:35:00,1 stop,13:30:00,FCO,447 ,19, Sun,17, Fri, 33:5
ICN,13:15:00,2 stops,20:15:00,FCO,496 ,20, Mon,18, Sat, 33:00
ICN,16:00:00,2 stops,11:50:00,FCO,529 ,19, Sun,18, Sat, 20:10
ICN,11:55:00,1 stop,20:15:00,FCO,538 ,20, Mon,18, Sat, 31:40
ICN,11:00:00,1 stop,11:20:00,FCO,545 ,19, Sun,18, Sat, 15:40
ICN,20:05:00,2 stops,13:30:00,FCO,478 ,20, Mon,19, Sun, 22:35
ICN,16:15:00,2 stops,13:30:00,FCO,507 ,21, Tue,19, Sun, 42:45
ICN,11:45:00,2 stops,9:20:00,FCO,518 ,21, Tue,19, Sun, 42:25
BCN,15:45:00,Direct,13:50:00,FCO,39 ,21, Tue,21, Tue, 1:55
BCN,11:00:00,Direct,9:05:00,FCO,45 ,21, Tue,21, Tue, 1:55
BCN,9:00:00,Direct,7:10:00,FCO,50 ,21, Tue,21, Tue, 1:50
BCN,22:35:00,Direct,20:45:00,FCO,58 ,21, Tue,21, Tue, 1:50
BCN,22:55:00,1 stop,15:20:00,FCO,85 ,21, Tue,21, Tue, 7:35
BCN,8:00:00,1 stop,19:10:00,FCO,85 ,22, Wed,21, Tue, 12:50
BCN,22:35:00,Direct,20:45:00,FCO,78 ,20, Mon,20, Mon, 1:50
BCN,19:25:00,Direct,17:30:00,FCO,80 ,20, Mon,20, Mon, 1:55
BCN,15:15:00,1 stop,6:35:00,FCO,90 ,20, Mon,20, Mon, 8:40
BCN,20:40:00,1 stop,10:40:00,FCO,90 ,20, Mon,20, Mon, 10:00
BCN,20:40:00,1 stop,6:35:00,FCO,90 ,20, Mon,20, Mon, 14:5
BCN,13:50:00,Direct,12:00:00,FCO,58 ,19, Sun,19, Sun, 1:50
BCN,15:45:00,Direct,13:50:00,FCO,80 ,19, Sun,19, Sun, 1:55
BCN,8:50:00,1 stop,18:25:00,FCO,105 ,20, Mon,19, Sun, 14:25
BCN,10:45:00,1 stop,15:20:00,FCO,105 ,20, Mon,19, Sun, 19:25
BCN,12:15:00,1 stop,15:20:00,FCO,105 ,20, Mon,19, Sun, 20:55
BCN,9:00:00,Direct,7:10:00,FCO,53 ,18, Sat,18, Sat, 1:50
BCN,15:45:00,Direct,13:50:00,FCO,53 ,18, Sat,18, Sat, 1:55
BCN,19:25:00,Direct,17:30:00,FCO,53 ,18, Sat,18, Sat, 1:55
BCN,11:00:00,Direct,9:05:00,FCO,53 ,18, Sat,18, Sat, 1:55
BCN,18:55:00,Direct,17:05:00,FCO,74 ,18, Sat,18, Sat, 1:50
BCN,15:45:00,Direct,13:50:00,FCO,69 ,17, Fri,17, Fri, 1:55
BCN,11:00:00,Direct,9:05:00,FCO,69 ,17, Fri,17, Fri, 1:55
BCN,20:00:00,Direct,18:10:00,FCO,74 ,17, Fri,17, Fri, 1:50
BCN,9:00:00,Direct,7:10:00,FCO,74 ,17, Fri,17, Fri, 1:50
BCN,21:50:00,1 stop,15:20:00,FCO,96 ,17, Fri,17, Fri, 6:30
BCN,8:15:00,1 stop,19:10:00,FCO,100 ,18, Sat,17, Fri, 13:5
ICN,16:15:00,1 stop,13:30:00,FCO,459 ,21, Tue,20, Mon, 18:45
ICN,6:55:00,1 stop,13:30:00,FCO,460 ,22, Wed,20, Mon, 33:25
BCN,20:55:00,1 stop,15:20:00,FCO,85 ,21, Tue,21, Tue, 5:35
BCN,21:50:00,1 stop,15:20:00,FCO,85 ,21, Tue,21, Tue, 6:30
BCN,8:45:00,1 stop,19:10:00,FCO,85 ,22, Wed,21, Tue, 13:35
BCN,15:45:00,Direct,13:50:00,FCO,94 ,20, Mon,20, Mon, 1:55
BCN,8:55:00,1 stop,10:40:00,FCO,100 ,21, Tue,20, Mon, 22:15
BCN,8:55:00,1 stop,6:35:00,FCO,100 ,21, Tue,20, Mon, 26:20
BCN,20:00:00,Direct,18:10:00,FCO,108 ,20, Mon,20, Mon, 1:50
BCN,10:45:00,1 stop,12:00:00,FCO,105 ,20, Mon,19, Sun, 22:45
BCN,12:15:00,1 stop,12:00:00,FCO,105 ,20, Mon,19, Sun, 24:15
BCN,16:45:00,1 stop,15:20:00,FCO,105 ,20, Mon,19, Sun, 25:25
BCN,22:35:00,Direct,20:45:00,FCO,106 ,19, Sun,19, Sun, 1:50
BCN,10:45:00,1 stop,15:20:00,FCO,94 ,19, Sun,18, Sat, 19:25
BCN,12:15:00,1 stop,15:20:00,FCO,105 ,19, Sun,18, Sat, 20:55
BCN,14:15:00,1 stop,15:20:00,FCO,105 ,19, Sun,18, Sat, 22:55
BCN,8:15:00,1 stop,14:40:00,FCO,107 ,18, Sat,17, Fri, 17:35
BCN,8:15:00,1 stop,11:40:00,FCO,107 ,18, Sat,17, Fri, 20:35
BCN,21:50:00,1 stop,12:00:00,FCO,107 ,17, Fri,17, Fri, 9:50
BCN,12:05:00,1 stop,18:30:00,FCO,107 ,19, Sun,18, Sat, 17:35
CDG,19:40:00,1 stop,14:45:00,FCO,107 ,20, Mon,20, Mon, 4:55
CDG,18:45:00,1 stop,10:40:00,FCO,95 ,21, Tue,21, Tue, 8:5
CDG,20:15:00,1 stop,12:50:00,FCO,117 ,20, Mon,20, Mon, 7:25
CDG,9:20:00,1 stop,20:45:00,FCO,127 ,21, Tue,20, Mon, 12:35
CDG,22:00:00,1 stop,13:35:00,FCO,136 ,20, Mon,20, Mon, 8:25
CDG,9:00:00,1 stop,14:45:00,FCO,104 ,22, Wed,21, Tue, 18:15
CDG,18:45:00,1 stop,17:25:00,FCO,106 ,22, Wed,21, Tue, 25:20
CDG,19:25:00,1 stop,7:10:00,FCO,108 ,21, Tue,21, Tue, 12:15
CDG,14:15:00,1 stop,14:45:00,FCO,117 ,22, Wed,21, Tue, 23:30
CDG,19:25:00,1 stop,14:45:00,FCO,123 ,21, Tue,21, Tue, 4:40
CDG,10:25:00,1 stop,20:20:00,FCO,139 ,21, Tue,20, Mon, 14:5
